,dt,hires,dropouts,total_employees,dt_time,turnover,employerId,location,buildingId,location_x,location_y,buildingType,businessType
55216,2022-03-02,0.0,0.0,4.0,2022-03-02,,1281,POINT (-250.10250760487784 4857.0064836405545),580,-250.10250760487784,4857.0064836405545,Commercial,Other
55661,2022-03-02,0.0,0.0,3.0,2022-03-02,,1282,POINT (-746.0297799695958 4008.345279959909),765,-746.0297799695958,4008.345279959909,Commercial,Other
56106,2022-03-02,0.0,0.0,6.0,2022-03-02,,1283,POINT (-2909.0282137217323 6510.130398749252),870,-2909.0282137217323,6510.130398749252,Commercial,Other
56551,2022-03-02,0.0,0.0,4.0,2022-03-02,,1284,POINT (-746.105838089235 5429.550547514793),260,-746.105838089235,5429.550547514793,Commercial,Other
56996,2022-03-02,0.0,0.0,6.0,2022-03-02,,1285,POINT (170.74694042286592 4771.135720847398),595,170.74694042286592,4771.135720847398,Commercial,Other
57441,2022-03-02,0.0,0.0,5.0,2022-03-02,,1286,POINT (-2724.188038485895 6717.649856866765),715,-2724.188038485895,6717.649856866765,Commercial,Other
57886,2022-03-02,0.0,0.0,4.0,2022-03-02,,1287,POINT (-5.816781980895537 3582.204933328363),255,-5.816781980895537,3582.204933328363,Commercial,Other
58331,2022-03-02,0.0,0.0,3.0,2022-03-02,,1288,POINT (-657.7838584306992 5932.81369824289),680,-657.7838584306992,5932.81369824289,Commercial,Other
58776,2022-03-02,0.0,0.0,4.0,2022-03-02,,1289,POINT (-3528.306824887696 4886.547525269254),441,-3528.306824887696,4886.547525269254,Commercial,Other
59221,2022-03-02,0.0,0.0,2.0,2022-03-02,,1290,POINT (-625.2259566520925 4283.435087651933),755,-625.2259566520925,4283.435087651933,Commercial,Other
59666,2022-03-02,0.0,0.0,5.0,2022-03-02,,1291,POINT (-2010.8517708960426 5283.76492656323),475,-2010.8517708960426,5283.76492656323,Commercial,Other
60111,2022-03-02,0.0,0.0,2.0,2022-03-02,,1292,POINT (-170.84228756724124 3790.7387811979065),664,-170.84228756724124,3790.7387811979065,Commercial,Other
60556,2022-03-02,0.0,0.0,1.0,2022-03-02,,1293,POINT (-1912.6667454275262 5288.50006673243),333,-1912.6667454275262,5288.50006673243,Commercial,Other
61001,2022-03-02,1.0,1.0,2.0,2022-03-02,0.0,1294,POINT (-580.0171765817988 5936.726442233701),49,-580.0171765817988,5936.726442233701,Commercial,Other
61446,2022-03-02,0.0,0.0,5.0,2022-03-02,,1295,POINT (-831.1509970580761 4313.035927387888),981,-831.1509970580761,4313.035927387888,Commercial,Other
61891,2022-03-02,0.0,0.0,3.0,2022-03-02,,1296,POINT (-826.2456539995576 5240.884421871655),1016,-826.2456539995576,5240.884421871655,Commercial,Other
62336,2022-03-02,0.0,0.0,5.0,2022-03-02,,1297,POINT (-3255.070596103328 5479.41178070503),775,-3255.070596103328,5479.41178070503,Commercial,Other
62781,2022-03-02,0.0,0.0,6.0,2022-03-02,,1298,POINT (-3569.215604711074 4903.19250465635),441,-3569.215604711074,4903.19250465635,Commercial,Other
63226,2022-03-02,0.0,0.0,6.0,2022-03-02,,1299,POINT (-769.6207629156387 3991.9429115396124),765,-769.6207629156387,3991.9429115396124,Commercial,Other
63671,2022-03-02,0.0,0.0,4.0,2022-03-02,,1300,POINT (-251.55200766343 4701.616285011303),561,-251.55200766343,4701.616285011303,Commercial,Other
64116,2022-03-02,0.0,0.0,1.0,2022-03-02,,1301,POINT (-2847.855610673995 6663.900855198909),408,-2847.855610673995,6663.900855198909,Commercial,Other
64561,2022-03-02,0.0,0.0,3.0,2022-03-02,,1302,POINT (-3532.3417312509846 5586.896700834855),76,-3532.3417312509846,5586.896700834855,Commercial,Other
65006,2022-03-02,0.0,0.0,3.0,2022-03-02,,1303,POINT (-173.36434821207166 3690.962126114104),352,-173.36434821207166,3690.962126114104,Commercial,Other
65451,2022-03-02,0.0,0.0,4.0,2022-03-02,,1304,POINT (-3325.5754177846347 5307.883074335268),410,-3325.5754177846347,5307.883074335268,Commercial,Other
65896,2022-03-02,2.0,2.0,4.0,2022-03-02,0.0,1305,POINT (-416.1482587338951 5854.826833733975),64,-416.1482587338951,5854.826833733975,Commercial,Other
66341,2022-03-02,0.0,0.0,6.0,2022-03-02,,1306,POINT (-643.7038073647876 5917.381045442618),680,-643.7038073647876,5917.381045442618,Commercial,Other
66786,2022-03-02,0.0,0.0,5.0,2022-03-02,,1307,POINT (-711.2265332697073 3649.718385741581),923,-711.2265332697073,3649.718385741581,Commercial,Other
67231,2022-03-02,0.0,0.0,2.0,2022-03-02,,1308,POINT (-580.0171765817988 5936.726442233701),49,-580.0171765817988,5936.726442233701,Commercial,Other
67676,2022-03-02,0.0,0.0,3.0,2022-03-02,,1309,POINT (-3048.226902478323 6283.8148275615595),88,-3048.226902478323,6283.8148275615595,Commercial,Other
68121,2022-03-02,0.0,0.0,2.0,2022-03-02,,1310,POINT (-3061.6662672300545 5929.835547456925),434,-3061.6662672300545,5929.835547456925,Commercial,Other
68566,2022-03-02,0.0,0.0,5.0,2022-03-02,,1311,POINT (-1730.46161795225 5925.860203271363),401,-1730.46161795225,5925.860203271363,Commercial,Other
69011,2022-03-02,0.0,0.0,1.0,2022-03-02,,1312,POINT (-271.3160303970743 4985.574640487972),429,-271.3160303970743,4985.574640487972,Commercial,Pub
69456,2022-03-02,0.0,0.0,4.0,2022-03-02,,1313,POINT (-276.66830053571516 5125.990451518039),467,-276.66830053571516,5125.990451518039,Commercial,Other
69901,2022-03-02,4.0,3.0,6.0,2022-03-02,0.33333333333333326,1314,POINT (-3366.855921141151 5265.173730073946),410,-3366.855921141151,5265.173730073946,Commercial,Other
70346,2022-03-02,0.0,0.0,7.0,2022-03-02,,1315,POINT (-1275.0132591831693 5248.064077146062),156,-1275.0132591831693,5248.064077146062,Commercial,Other
70791,2022-03-02,1.0,1.0,4.0,2022-03-02,0.0,1316,POINT (447.7528813037526 4446.320032225456),1034,447.7528813037526,4446.320032225456,Commercial,Other
71236,2022-03-02,0.0,0.0,3.0,2022-03-02,,1317,POINT (-2616.4800271638437 6541.191811600034),588,-2616.4800271638437,6541.191811600034,Commercial,Other
71681,2022-03-02,0.0,0.0,3.0,2022-03-02,,1318,POINT (-525.2895730956825 4289.093106712981),343,-525.2895730956825,4289.093106712981,Commercial,Other
72126,2022-03-02,6.0,5.0,8.0,2022-03-02,0.19999999999999996,1319,POINT (-3366.855921141151 5307.883074335268),410,-3366.855921141151,5307.883074335268,Commercial,Other
72571,2022-03-02,0.0,0.0,2.0,2022-03-02,,1320,POINT (-840.6753278188867 5842.41531956319),284,-840.6753278188867,5842.41531956319,Commercial,Other
73016,2022-03-02,0.0,0.0,1.0,2022-03-02,,1321,POINT (-2616.4800271638437 6497.734086456471),588,-2616.4800271638437,6497.734086456471,Commercial,Other
73461,2022-03-02,0.0,0.0,2.0,2022-03-02,,1322,POINT (-1506.2062401757785 4764.893776885248),240,-1506.2062401757785,4764.893776885248,Commercial,Other
73906,2022-03-02,0.0,0.0,6.0,2022-03-02,,1323,POINT (-3079.473260122901 6283.8148275615595),88,-3079.473260122901,6283.8148275615595,Commercial,Other
74351,2022-03-02,0.0,0.0,2.0,2022-03-02,,1324,POINT (-525.2260085411027 4093.343371642296),486,-525.2260085411027,4093.343371642296,Commercial,Other
74796,2022-03-02,0.0,0.0,3.0,2022-03-02,,1325,POINT (-3565.1819079696543 6099.396253692319),969,-3565.1819079696543,6099.396253692319,Commercial,Other
75241,2022-03-02,0.0,0.0,5.0,2022-03-02,,1326,POINT (-3385.9171428962177 6106.353933788713),47,-3385.9171428962177,6106.353933788713,Commercial,Other
75686,2022-03-02,0.0,0.0,1.0,2022-03-02,,1327,POINT (-671.8639094966109 5917.381045442618),680,-671.8639094966109,5917.381045442618,Commercial,Other
76131,2022-03-02,0.0,0.0,2.0,2022-03-02,,1328,POINT (-3044.6480084760724 5950.665941497604),434,-3044.6480084760724,5950.665941497604,Commercial,Other
76576,2022-03-02,0.0,0.0,2.0,2022-03-02,,1329,POINT (-3149.9034099651917 5907.34610112186),413,-3149.9034099651917,5907.34610112186,Commercial,Other
77021,2022-03-02,4.0,4.0,10.0,2022-03-02,0.0,1330,POINT (-344.87724461848586 3683.020262283885),409,-344.87724461848586,3683.020262283885,Commercial,Other
77466,2022-03-02,0.0,0.0,2.0,2022-03-02,,1331,POINT (-129.40600692752216 3983.3015893368247),585,-129.40600692752216,3983.3015893368247,Commercial,Pub
77911,2022-03-02,0.0,0.0,1.0,2022-03-02,,1332,POINT (-749.8180735661666 5847.491401868583),584,-749.8180735661666,5847.491401868583,Commercial,Other
78356,2022-03-02,0.0,0.0,1.0,2022-03-02,,1333,POINT (-1936.1772434479183 5280.458797272058),333,-1936.1772434479183,5280.458797272058,Commercial,Other
78801,2022-03-02,0.0,0.0,3.0,2022-03-02,,1334,POINT (-2992.288271256545 6202.617103468241),487,-2992.288271256545,6202.617103468241,Commercial,Other
79246,2022-03-02,0.0,0.0,1.0,2022-03-02,,1335,POINT (-459.47416762396665 3608.0722709059037),489,-459.47416762396665,3608.0722709059037,Commercial,Pub
79691,2022-03-02,0.0,0.0,2.0,2022-03-02,,1336,POINT (-746.105838089235 5478.005756514865),260,-746.105838089235,5478.005756514865,Commercial,Other
80136,2022-03-02,0.0,0.0,4.0,2022-03-02,,1337,POINT (-2488.0018597976323 5885.7340875007185),269,-2488.0018597976323,5885.7340875007185,Commercial,Other
80581,2022-03-02,0.0,0.0,2.0,2022-03-02,,1338,POINT (-86.78279548948817 4702.886440892045),136,-86.78279548948817,4702.886440892045,Commercial,Other
81026,2022-03-02,0.0,0.0,4.0,2022-03-02,,1339,POINT (-3257.563509525645 5415.033051466755),8,-3257.563509525645,5415.033051466755,Commercial,Other
81471,2022-03-02,0.0,0.0,3.0,2022-03-02,,1340,POINT (-633.2986927355175 5354.847863423291),767,-633.2986927355175,5354.847863423291,Commercial,Other
81916,2022-03-02,0.0,0.0,5.0,2022-03-02,,1341,POINT (-1033.1767361471275 5766.179874318859),454,-1033.1767361471275,5766.179874318859,Commercial,Other
82361,2022-03-02,0.0,0.0,3.0,2022-03-02,,1734,POINT (-3480.17040400516 6856.274228255146),261,-3480.17040400516,6856.274228255146,Commercial,Other
82806,2022-03-02,0.0,0.0,4.0,2022-03-02,,1735,POINT (-3837.636675203619 5492.86911075103),749,-3837.636675203619,5492.86911075103,Commercial,Other
83251,2022-03-02,0.0,0.0,5.0,2022-03-02,,1736,POINT (-3588.8792873039974 6178.752204471673),521,-3588.8792873039974,6178.752204471673,Commercial,Other
83696,2022-03-02,0.0,0.0,6.0,2022-03-02,,1737,POINT (-4153.336133623585 5376.423146435112),1041,-4153.336133623585,5376.423146435112,Commercial,Other
84141,2022-03-02,0.0,0.0,2.0,2022-03-02,,1738,POINT (-3796.1198513891923 6367.922072582076),627,-3796.1198513891923,6367.922072582076,Commercial,Pub
84586,2022-03-02,0.0,0.0,2.0,2022-03-02,,1739,POINT (-3873.9638746980395 5651.680013350011),1028,-3873.9638746980395,5651.680013350011,Commercial,Other
85031,2022-03-02,0.0,0.0,3.0,2022-03-02,,1740,POINT (-3819.3395451914357 5136.905970442903),206,-3819.3395451914357,5136.905970442903,Commercial,Other
85476,2022-03-02,0.0,0.0,1.0,2022-03-02,,1741,POINT (-3707.0822804277777 5086.911895550575),990,-3707.0822804277777,5086.911895550575,Commercial,Other
85921,2022-03-02,0.0,0.0,5.0,2022-03-02,,1742,POINT (-3297.4064056514912 7156.152298524017),331,-3297.4064056514912,7156.152298524017,Commercial,Other
86366,2022-03-02,0.0,0.0,3.0,2022-03-02,,1743,POINT (-3748.3766341391333 5264.252683412442),808,-3748.3766341391333,5264.252683412442,Commercial,Other
86811,2022-03-02,0.0,0.0,3.0,2022-03-02,,1744,POINT (-3588.3242190090755 6798.416765323038),187,-3588.3242190090755,6798.416765323038,Commercial,Other
87256,2022-03-02,0.0,0.0,6.0,2022-03-02,,1745,POINT (-3209.738139187618 6557.838945386657),953,-3209.738139187618,6557.838945386657,Commercial,Pub
87701,2022-03-02,0.0,0.0,4.0,2022-03-02,,1746,POINT (-3973.0979051297536 5154.380353332814),912,-3973.0979051297536,5154.380353332814,Commercial,Other
88146,2022-03-02,0.0,0.0,1.0,2022-03-02,,1747,POINT (-3697.997083892924 5406.876829329331),37,-3697.997083892924,5406.876829329331,Commercial,Other
88591,2022-03-02,0.0,0.0,5.0,2022-03-02,,1748,POINT (-3098.599452999811 6628.6729119697975),160,-3098.599452999811,6628.6729119697975,Commercial,Restaurant
89036,2022-03-02,0.0,0.0,6.0,2022-03-02,,1749,POINT (-3221.2402871851464 6153.955275915399),932,-3221.2402871851464,6153.955275915399,Commercial,Other
89481,2022-03-02,0.0,0.0,2.0,2022-03-02,,1750,POINT (-3285.6340071544328 6326.229707307784),686,-3285.6340071544328,6326.229707307784,Commercial,Other
89926,2022-03-02,0.0,0.0,1.0,2022-03-02,,1751,POINT (-4515.907604161345 4631.612406745221),604,-4515.907604161345,4631.612406745221,Commercial,Other
90371,2022-03-02,0.0,0.0,2.0,2022-03-02,,1752,POINT (-3845.045732847575 5576.738358433912),695,-3845.045732847575,5576.738358433912,Commercial,Other
90816,2022-03-02,0.0,0.0,1.0,2022-03-02,,1753,POINT (-3472.3085856843627 6781.220179840805),807,-3472.3085856843627,6781.220179840805,Commercial,Other
91261,2022-03-02,0.0,0.0,1.0,2022-03-02,,1754,POINT (-3455.755866902949 6846.648090702398),261,-3455.755866902949,6846.648090702398,Commercial,Other
91706,2022-03-02,0.0,0.0,3.0,2022-03-02,,1755,POINT (-3433.3865437851464 7828.19605341454),183,-3433.3865437851464,7828.19605341454,Commercial,Other
92151,2022-03-02,1.0,1.0,3.0,2022-03-02,0.0,1756,POINT (-3556.8182888817087 6641.646724169853),277,-3556.8182888817087,6641.646724169853,Commercial,Other
92596,2022-03-02,0.0,0.0,4.0,2022-03-02,,1757,POINT (-3741.432303349839 5162.439641767197),949,-3741.432303349839,5162.439641767197,Commercial,Other
93041,2022-03-02,0.0,0.0,1.0,2022-03-02,,1758,POINT (-3742.540064583217 5916.875246852485),267,-3742.540064583217,5916.875246852485,Commercial,Other
93486,2022-03-02,0.0,0.0,7.0,2022-03-02,,1759,POINT (-3699.8519673978653 6540.218682083818),305,-3699.8519673978653,6540.218682083818,Commercial,Other
93931,2022-03-02,0.0,0.0,3.0,2022-03-02,,1760,POINT (-3210.355459657344 6648.152454626876),543,-3210.355459657344,6648.152454626876,Commercial,Other
94376,2022-03-02,0.0,0.0,3.0,2022-03-02,,1761,POINT (-3804.319468397756 5928.891714229324),26,-3804.319468397756,5928.891714229324,Commercial,Other
94821,2022-03-02,0.0,0.0,1.0,2022-03-02,,1762,POINT (-3195.7106978818483 6669.514454239059),543,-3195.7106978818483,6669.514454239059,Commercial,Other
95266,2022-03-02,0.0,0.0,6.0,2022-03-02,,1763,POINT (-3136.1278958093117 6628.6729119697975),160,-3136.1278958093117,6628.6729119697975,Commercial,Restaurant
95711,2022-03-02,0.0,0.0,3.0,2022-03-02,,1764,POINT (-3233.0731689874065 6116.185085735686),932,-3233.0731689874065,6116.185085735686,Commercial,Other
96156,2022-03-02,0.0,0.0,5.0,2022-03-02,,1765,POINT (-3556.8182888817087 6705.3104479782905),277,-3556.8182888817087,6705.3104479782905,Commercial,Other
96601,2022-03-02,0.0,0.0,4.0,2022-03-02,,1766,POINT (-3209.738139187618 6522.748316725878),953,-3209.738139187618,6522.748316725878,Commercial,Pub
97046,2022-03-02,0.0,0.0,4.0,2022-03-02,,1767,POINT (-3972.0306074440496 5494.63962663673),285,-3972.0306074440496,5494.63962663673,Commercial,Restaurant
97491,2022-03-02,0.0,0.0,5.0,2022-03-02,,1768,POINT (-3837.722151176433 6367.922072582076),627,-3837.722151176433,6367.922072582076,Commercial,Pub
97936,2022-03-02,0.0,0.0,1.0,2022-03-02,,1769,POINT (-3864.510743062192 5591.096494771966),695,-3864.510743062192,5591.096494771966,Commercial,Other
98381,2022-03-02,0.0,0.0,5.0,2022-03-02,,1770,POINT (-3796.1198513891923 6330.793189700022),627,-3796.1198513891923,6330.793189700022,Commercial,Pub
98826,2022-03-02,0.0,0.0,8.0,2022-03-02,,1771,POINT (-3724.8780422091695 6559.417348100849),305,-3724.8780422091695,6559.417348100849,Commercial,Other
99271,2022-03-02,0.0,0.0,2.0,2022-03-02,,1772,POINT (-4067.560404648976 6647.483016330907),928,-4067.560404648976,6647.483016330907,Commercial,Other
99716,2022-03-02,0.0,0.0,2.0,2022-03-02,,1773,POINT (-3823.49246369498 5777.21975219098),877,-3823.49246369498,5777.21975219098,Commercial,Other
100161,2022-03-02,0.0,0.0,2.0,2022-03-02,,1774,POINT (-3448.9410759401935 6764.519625514673),807,-3448.9410759401935,6764.519625514673,Commercial,Other
100606,2022-03-02,0.0,0.0,1.0,2022-03-02,,1775,POINT (-4150.694543856866 5079.325752156183),28,-4150.694543856866,5079.325752156183,Commercial,Other
101051,2022-03-02,0.0,0.0,3.0,2022-03-02,,1776,POINT (-3968.209268500128 6628.224805854068),714,-3968.209268500128,6628.224805854068,Commercial,Restaurant
101496,2022-03-02,0.0,0.0,1.0,2022-03-02,,1777,POINT (-3676.9008460947675 6798.416765323038),187,-3676.9008460947675,6798.416765323038,Commercial,Other
101941,2022-03-02,0.0,0.0,2.0,2022-03-02,,1778,POINT (-3973.0979051297536 5074.196536201016),912,-3973.0979051297536,5074.196536201016,Commercial,Other
102386,2022-03-02,0.0,0.0,4.0,2022-03-02,,1779,POINT (-4024.211498692567 5693.927626980997),175,-4024.211498692567,5693.927626980997,Commercial,Other
102831,2022-03-02,0.0,0.0,2.0,2022-03-02,,1780,POINT (-3626.9857811665415 6864.377979830607),583,-3626.9857811665415,6864.377979830607,Commercial,Other
103276,2022-03-02,0.0,0.0,3.0,2022-03-02,,1781,POINT (-3480.17040400516 6856.274228255146),261,-3480.17040400516,6856.274228255146,Commercial,Other
103721,2022-03-02,0.0,0.0,5.0,2022-03-02,,1782,POINT (-3205.791803054025 7158.9906355191815),213,-3205.791803054025,7158.9906355191815,Commercial,Restaurant
104166,2022-03-02,0.0,0.0,1.0,2022-03-02,,1783,POINT (-3717.4879855839513 6703.2047004256),788,-3717.4879855839513,6703.2047004256,Commercial,Other
104611,2022-03-02,0.0,0.0,3.0,2022-03-02,,1784,POINT (-4017.808180711095 6949.612770383012),453,-4017.808180711095,6949.612770383012,Commercial,Other
105056,2022-03-02,0.0,0.0,3.0,2022-03-02,,1785,POINT (-4597.345294446435 4632.743040664964),129,-4597.345294446435,4632.743040664964,Commercial,Other
105501,2022-03-02,0.0,0.0,8.0,2022-03-02,,1786,POINT (-3300.166421375523 6148.413135904235),738,-3300.166421375523,6148.413135904235,Commercial,Other
105946,2022-03-02,0.0,0.0,2.0,2022-03-02,,1787,POINT (-4002.9335312988205 6628.224805854068),714,-4002.9335312988205,6628.224805854068,Commercial,Restaurant
106391,2022-03-02,0.0,0.0,5.0,2022-03-02,,1788,POINT (-3463.167738075059 7836.545593061912),183,-3463.167738075059,7836.545593061912,Commercial,Other
106836,2022-03-02,0.0,0.0,6.0,2022-03-02,,1789,POINT (-3813.2913987997836 5750.038441232494),877,-3813.2913987997836,5750.038441232494,Commercial,Other
107281,2022-03-02,0.0,0.0,6.0,2022-03-02,,1790,POINT (-3927.9102395808727 5570.155155320008),285,-3927.9102395808727,5570.155155320008,Commercial,Restaurant
107726,2022-03-02,0.0,0.0,1.0,2022-03-02,,1791,POINT (-3209.407405382886 6191.725466095112),932,-3209.407405382886,6191.725466095112,Commercial,Other
108171,2022-03-02,0.0,0.0,6.0,2022-03-02,,1792,POINT (-3833.6935285901764 5804.401063149466),877,-3833.6935285901764,5804.401063149466,Commercial,Other
108616,2022-03-02,0.0,0.0,6.0,2022-03-02,,1793,POINT (-3313.211912858075 6185.8337275541235),738,-3313.211912858075,6185.8337275541235,Commercial,Other
109061,2022-03-02,0.0,0.0,2.0,2022-03-02,,1794,POINT (-3786.373075235378 4999.485452069126),802,-3786.373075235378,4999.485452069126,Commercial,Other
109506,2022-03-02,0.0,0.0,6.0,2022-03-02,,1795,POINT (-3267.606054814424 6452.56705940432),953,-3267.606054814424,6452.56705940432,Commercial,Pub
109951,2022-03-02,0.0,0.0,5.0,2022-03-02,,1796,POINT (-3725.261225376805 6345.551342169127),1011,-3725.261225376805,6345.551342169127,Commercial,Other
110396,2022-03-02,0.0,0.0,1.0,2022-03-02,,1797,POINT (-3759.480918044369 5179.602735764589),949,-3759.480918044369,5179.602735764589,Commercial,Other
